country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","01-02-2024 11:00:00",14.675886,77.593027,PM10,55,125,90
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","01-02-2024 11:00:00",14.675886,77.593027,NH3,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","01-02-2024 11:00:00",14.675886,77.593027,CO,26,80,42
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","01-02-2024 11:00:00",13.204880,79.097889,PM10,28,124,82
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","01-02-2024 11:00:00",14.465052,78.824187,PM10,22,51,36
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","01-02-2024 11:00:00",13.67,79.35,NH3,1,1,1
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","01-02-2024 11:00:00",13.615387,79.409230,NO2,16,24,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","01-02-2024 11:00:00",13.615387,79.409230,CO,8,16,12
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","01-02-2024 11:00:00",16.536107,80.594233,CO,24,26,24
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","01-02-2024 11:00:00",16.509717,80.612222,CO,32,35,33
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","01-02-2024 11:00:00",16.509717,80.612222,OZONE,3,49,15
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","01-02-2024 11:00:00",16.554731,80.649110,NH3,1,2,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","01-02-2024 11:00:00",16.554731,80.649110,SO2,5,39,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","01-02-2024 11:00:00",16.554731,80.649110,OZONE,4,51,11
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","01-02-2024 11:00:00",17.72,83.3,NO2,16,68,45
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","01-02-2024 11:00:00",17.72,83.3,OZONE,9,57,12
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","01-02-2024 11:00:00",26.071318,91.87488,PM10,105,500,305
India,Assam,Guwahati,"IITG, Guwahati - PCBA","01-02-2024 11:00:00",26.2028636,91.70046436,PM10,73,175,123
India,Assam,Guwahati,"IITG, Guwahati - PCBA","01-02-2024 11:00:00",26.2028636,91.70046436,CO,12,22,13
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","01-02-2024 11:00:00",26.10887,91.589544,NO2,10,62,32
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","01-02-2024 11:00:00",26.10887,91.589544,CO,20,90,32
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","01-02-2024 11:00:00",26.10887,91.589544,OZONE,1,61,12
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","01-02-2024 11:00:00",26.181742,91.78063,PM2.5,79,346,172
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","01-02-2024 11:00:00",26.349082,92.68449,CO,16,57,25
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-02-2024 11:00:00",26.446912,91.439057,PM2.5,42,308,89
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-02-2024 11:00:00",26.446912,91.439057,NH3,1,3,1
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-02-2024 11:00:00",26.446912,91.439057,SO2,5,15,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-02-2024 11:00:00",26.446912,91.439057,OZONE,18,76,37
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-02-2024 11:00:00",24.82827,92.79525,PM10,51,58,54
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-02-2024 11:00:00",24.82827,92.79525,NO2,38,38,38
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","01-02-2024 11:00:00",26.987634,94.636574,NO2,13,24,18
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","01-02-2024 11:00:00",26.987634,94.636574,SO2,4,5,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","01-02-2024 11:00:00",26.146529,87.454184,SO2,10,18,15
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","01-02-2024 11:00:00",25.5626095,84.663264,SO2,15,20,18
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","01-02-2024 11:00:00",24.75746,84.366208,SO2,6,16,14
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","01-02-2024 11:00:00",26.80365,84.51954,NO2,11,20,15
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","01-02-2024 11:00:00",26.80365,84.51954,NH3,3,4,3
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","01-02-2024 11:00:00",25.251013,86.989001,PM2.5,302,406,347
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","01-02-2024 11:00:00",25.251013,86.989001,NO2,50,97,71
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","01-02-2024 11:00:00",25.265194,87.012947,SO2,10,13,12
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","01-02-2024 11:00:00",25.204762,85.514960,PM2.5,137,443,313
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","01-02-2024 11:00:00",25.204762,85.514960,OZONE,1,60,16
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","01-02-2024 11:00:00",24.762518,84.982348,SO2,8,10,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","01-02-2024 11:00:00",25.697189,85.245900,SO2,5,7,6
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","01-02-2024 11:00:00",26.0881305,87.93840336,NH3,12,22,15
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","01-02-2024 11:00:00",27.308328,84.531742,PM10,81,161,112
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","01-02-2024 11:00:00",26.63086,84.90051,NH3,7,13,10
India,Bihar,Munger,"Town Hall, Munger - BSPCB","01-02-2024 11:00:00",25.376776,86.471523,NO2,8,10,9
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","01-02-2024 11:00:00",26.11442,85.39813,NO2,34,107,54
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","01-02-2024 11:00:00",26.1403345,85.3650192,CO,63,117,99
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","01-02-2024 11:00:00",25.586562,85.043586,OZONE,10,95,19
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","01-02-2024 11:00:00",25.592539,85.227158,CO,50,173,75
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","01-02-2024 11:00:00",25.610369,85.132568,SO2,4,11,7
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","01-02-2024 11:00:00",25.610369,85.132568,CO,8,24,12
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","01-02-2024 11:00:00",25.599486,85.113666,PM10,210,448,350
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","01-02-2024 11:00:00",25.599486,85.113666,NO2,71,121,88
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","01-02-2024 11:00:00",25.599486,85.113666,CO,36,127,74
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","01-02-2024 11:00:00",25.599486,85.113666,OZONE,2,85,14
India,Bihar,Patna,"Samanpura, Patna - BSPCB","01-02-2024 11:00:00",25.596727,85.085624,PM10,229,500,425
India,Bihar,Patna,"Samanpura, Patna - BSPCB","01-02-2024 11:00:00",25.596727,85.085624,NH3,3,3,3
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","01-02-2024 11:00:00",25.366336,87.117468,SO2,15,28,20
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","01-02-2024 11:00:00",25.366336,87.117468,CO,4,133,38
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","01-02-2024 11:00:00",25.03280,85.41948,NH3,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","01-02-2024 11:00:00",25.03280,85.41948,OZONE,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","01-02-2024 11:00:00",25.892357,86.590325,CO,1,105,17
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","01-02-2024 11:00:00",30.735567,76.775714,NO2,14,113,50
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","01-02-2024 11:00:00",30.751462,76.762879,PM10,94,180,142
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","01-02-2024 11:00:00",30.751462,76.762879,OZONE,1,51,16
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","01-02-2024 11:00:00",30.719859,76.738637,PM2.5,40,381,268
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","01-02-2024 11:00:00",30.719859,76.738637,PM10,53,411,171
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","01-02-2024 11:00:00",21.194815,81.314770,NO2,17,29,23
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","01-02-2024 11:00:00",21.185571,81.343175,CO,NA,NA,NA
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","01-02-2024 11:00:00",21.224231,81.408350,PM10,96,164,125
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","01-02-2024 11:00:00",22.368195,82.746431,PM10,37,52,45
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","01-02-2024 11:00:00",22.1910172,83.5197009,NH3,1,2,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","01-02-2024 11:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","01-02-2024 11:00:00",22.1910172,83.5197009,CO,5,47,5
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","01-02-2024 11:00:00",21.258815,81.578979,PM2.5,62,115,75
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","01-02-2024 11:00:00",21.258815,81.578979,OZONE,1,10,1
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-02-2024 11:00:00",21.219665,81.630094,PM2.5,53,146,77
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-02-2024 11:00:00",21.219665,81.630094,CO,34,62,50
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-02-2024 11:00:00",21.219665,81.630094,OZONE,3,10,3
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","01-02-2024 11:00:00",21.237755,81.705301,CO,36,50,42
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","01-02-2024 11:00:00",21.371751,81.664929,OZONE,3,8,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-02-2024 11:00:00",22.06631475,83.33820077,PM2.5,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-02-2024 11:00:00",22.06631475,83.33820077,NO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-02-2024 11:00:00",22.06631475,83.33820077,CO,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC","01-02-2024 11:00:00",28.815329,77.153010,NO2,19,68,41
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.647622,77.3158090,PM2.5,32,500,262
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.647622,77.3158090,SO2,3,34,19
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.647622,77.3158090,CO,23,68,62
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.695381,77.181665,CO,74,111,110
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","01-02-2024 11:00:00",28.7256504,77.2011573,PM10,36,401,159
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","01-02-2024 11:00:00",28.7256504,77.2011573,OZONE,21,63,29
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","01-02-2024 11:00:00",28.5512005,77.2735737,PM10,29,261,112
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","01-02-2024 11:00:00",28.5512005,77.2735737,NO2,10,102,65
India,Delhi,Delhi,"DTU, Delhi - CPCB","01-02-2024 11:00:00",28.7500499,77.1112615,PM2.5,26,327,140
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","01-02-2024 11:00:00",28.498571,77.264840,NO2,27,129,70
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","01-02-2024 11:00:00",28.498571,77.264840,CO,20,110,24
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","01-02-2024 11:00:00",28.6811736,77.3025234,NH3,4,16,11
India,Delhi,Delhi,"ITO, Delhi - CPCB","01-02-2024 11:00:00",28.628624,77.241060,PM10,108,419,206
India,Delhi,Delhi,"ITO, Delhi - CPCB","01-02-2024 11:00:00",28.628624,77.241060,SO2,8,32,21
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","01-02-2024 11:00:00",28.732820,77.170633,PM2.5,51,500,288
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","01-02-2024 11:00:00",28.580280,77.233829,CO,20,105,44
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","01-02-2024 11:00:00",28.5918245,77.2273074,CO,44,109,46
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","01-02-2024 11:00:00",28.611281,77.237738,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","01-02-2024 11:00:00",28.611281,77.237738,OZONE,2,16,10
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","01-02-2024 11:00:00",28.636429,77.201067,OZONE,NA,NA,NA
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,NO2,39,147,88
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,OZONE,1,9,2
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","01-02-2024 11:00:00",28.60909,77.0325413,SO2,9,20,14
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","01-02-2024 11:00:00",28.60909,77.0325413,OZONE,16,30,22
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","01-02-2024 11:00:00",28.570173,76.933762,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","01-02-2024 11:00:00",28.570173,76.933762,SO2,NA,NA,NA
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","01-02-2024 11:00:00",28.567890,77.250515,SO2,2,19,11
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","01-02-2024 11:00:00",28.567890,77.250515,OZONE,2,45,17
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","01-02-2024 11:00:00",28.57834,77.18400,PM2.5,67,497,280
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","01-02-2024 11:00:00",28.530785,77.271255,NO2,34,113,71
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","01-02-2024 11:00:00",28.530785,77.271255,SO2,1,7,4
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","01-02-2024 11:00:00",28.530785,77.271255,OZONE,11,31,22
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","01-02-2024 11:00:00",28.623763,77.287209,PM2.5,15,405,62
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","01-02-2024 11:00:00",28.623763,77.287209,SO2,7,13,10
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","01-02-2024 11:00:00",28.674045,77.131023,SO2,10,20,15
India,Delhi,Delhi,"Pusa, Delhi - DPCC","01-02-2024 11:00:00",28.639652,77.146275,NO2,79,382,189
India,Delhi,Delhi,"Pusa, Delhi - DPCC","01-02-2024 11:00:00",28.639652,77.146275,CO,5,102,24
India,Delhi,Delhi,"Pusa, Delhi - DPCC","01-02-2024 11:00:00",28.639652,77.146275,OZONE,15,35,22
India,Delhi,Delhi,"Pusa, Delhi - IMD","01-02-2024 11:00:00",28.636110,77.173332,PM2.5,8,424,184
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","01-02-2024 11:00:00",28.563262,77.186937,PM2.5,52,483,254
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","01-02-2024 11:00:00",28.563262,77.186937,NO2,10,125,44
India,Delhi,Delhi,"Rohini, Delhi - DPCC","01-02-2024 11:00:00",28.732528,77.119920,PM10,39,453,181
India,Delhi,Delhi,"Rohini, Delhi - DPCC","01-02-2024 11:00:00",28.732528,77.119920,NO2,23,85,56
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-02-2024 11:00:00",28.6514781,77.1473105,PM10,21,432,201
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-02-2024 11:00:00",28.6514781,77.1473105,NO2,40,83,55
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-02-2024 11:00:00",28.6514781,77.1473105,NH3,15,19,17
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","01-02-2024 11:00:00",28.5504249,77.2159377,OZONE,3,59,5
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.710508,77.249485,NH3,8,13,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-02-2024 11:00:00",28.531346,77.190156,NO2,27,113,66
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-02-2024 11:00:00",28.531346,77.190156,SO2,7,16,11
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.672342,77.315260,NO2,45,120,75
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.672342,77.315260,NH3,8,18,12
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.672342,77.315260,OZONE,5,41,12
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","01-02-2024 11:00:00",23.107969,72.574648,NH3,4,4,4
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-02-2024 11:00:00",22.977134,72.553024,SO2,26,27,26
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-02-2024 11:00:00",22.977134,72.553024,OZONE,11,19,13
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","01-02-2024 11:00:00",23.020509,72.579261,PM10,59,135,103
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","01-02-2024 11:00:00",23.020509,72.579261,CO,2,100,49
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-02-2024 11:00:00",23.016834,72.625775,PM10,50,177,100
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-02-2024 11:00:00",23.016834,72.625775,NH3,3,9,6
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-02-2024 11:00:00",23.016834,72.625775,SO2,4,28,7
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-02-2024 11:00:00",23.016834,72.625775,CO,26,84,51
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-02-2024 11:00:00",23.016834,72.625775,OZONE,1,37,2
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","01-02-2024 11:00:00",23.023389,72.515201,PM2.5,97,166,139
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","01-02-2024 11:00:00",23.023389,72.515201,PM10,81,100,96
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","01-02-2024 11:00:00",23.023389,72.515201,CO,27,50,42
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-02-2024 11:00:00",23.043070,72.562968,PM10,75,175,116
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-02-2024 11:00:00",23.043070,72.562968,CO,22,115,29
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","01-02-2024 11:00:00",21.613267,73.010555,PM2.5,71,304,111
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","01-02-2024 11:00:00",21.613267,73.010555,OZONE,20,31,21
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,PM2.5,65,193,117
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,NH3,3,3,3
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,SO2,17,19,17
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,CO,42,71,59
India,Gujarat,Surat,"Science Center, Surat - SMC","01-02-2024 11:00:00",21.170046,72.795405,PM2.5,8,73,31
India,Gujarat,Surat,"Science Center, Surat - SMC","01-02-2024 11:00:00",21.170046,72.795405,SO2,15,25,19
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","01-02-2024 11:00:00",30.379589,76.778328,SO2,4,35,10
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-02-2024 11:00:00",28.6701,76.9254,NH3,11,13,11
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-02-2024 11:00:00",28.6701,76.9254,CO,36,72,49
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-02-2024 11:00:00",28.6701,76.9254,OZONE,38,50,44
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-02-2024 11:00:00",28.806223,76.141105,PM10,46,124,93
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-02-2024 11:00:00",28.806223,76.141105,NO2,32,34,33
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-02-2024 11:00:00",28.806223,76.141105,OZONE,8,66,17
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","01-02-2024 11:00:00",28.206800,76.799700,NH3,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","01-02-2024 11:00:00",28.39072,77.30059,PM2.5,6,417,209
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","01-02-2024 11:00:00",28.39072,77.30059,NH3,4,8,6
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","01-02-2024 11:00:00",28.4088421,77.3099081,NO2,NA,NA,NA
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","01-02-2024 11:00:00",28.4088421,77.3099081,CO,21,102,54
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-02-2024 11:00:00",29.503664,75.467934,PM2.5,50,206,162
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","01-02-2024 11:00:00",28.422681,77.148944,NO2,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","01-02-2024 11:00:00",28.4227,77.0667,CO,26,114,32
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","01-02-2024 11:00:00",28.4275,77.1465,OZONE,10,24,10
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","01-02-2024 11:00:00",28.4501238,77.0263051,CO,54,129,98
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","01-02-2024 11:00:00",29.140560,75.744941,PM2.5,44,156,113
India,Haryana,Jind,"Police Lines, Jind - HSPCB","01-02-2024 11:00:00",29.307814,76.337619,SO2,3,9,5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","01-02-2024 11:00:00",29.8006,76.4155,PM2.5,71,305,218
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","01-02-2024 11:00:00",29.695300,77.002700,NH3,10,13,11
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","01-02-2024 11:00:00",29.966942,76.875879,PM2.5,22,343,258
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","01-02-2024 11:00:00",29.966942,76.875879,CO,1,105,39
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","01-02-2024 11:00:00",27.9002,76.9938,CO,26,101,37
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","01-02-2024 11:00:00",28.360699,76.936090,CO,14,86,17
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","01-02-2024 11:00:00",28.360699,76.936090,OZONE,6,18,16
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","01-02-2024 11:00:00",28.060249,76.113115,PM10,107,195,148
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","01-02-2024 11:00:00",30.7057778,76.8531805555555,NO2,28,31,29
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","01-02-2024 11:00:00",29.497973,76.993331,NO2,24,34,30
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","01-02-2024 11:00:00",29.536400,75.015800,OZONE,20,48,29
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","01-02-2024 11:00:00",29.027200,77.062100,PM10,40,164,114
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","01-02-2024 11:00:00",29.027200,77.062100,NO2,37,44,40
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","01-02-2024 11:00:00",30.1480566,77.2893471,SO2,2,82,13
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","01-02-2024 11:00:00",30.1480566,77.2893471,OZONE,5,29,16
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","01-02-2024 11:00:00",30.943887,76.801991,PM2.5,17,336,105
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","01-02-2024 11:00:00",30.943887,76.801991,NO2,12,41,24
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","01-02-2024 11:00:00",30.943887,76.801991,OZONE,15,84,38
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","01-02-2024 11:00:00",34.066206,74.819820,PM10,NA,NA,NA
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","01-02-2024 11:00:00",23.811548,86.481238,PM10,NA,NA,NA
