country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","01-02-2024 11:00:00",28.5918245,77.2273074,OZONE,13,42,22
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,PM2.5,44,500,280
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,NH3,8,21,15
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,SO2,3,12,7
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-02-2024 11:00:00",28.684678,77.076574,CO,4,113,43
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","01-02-2024 11:00:00",28.567890,77.250515,NH3,11,20,15
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","01-02-2024 11:00:00",28.567890,77.250515,CO,13,105,55
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","01-02-2024 11:00:00",28.6573814,77.1585447,PM10,NA,NA,NA
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","01-02-2024 11:00:00",28.6573814,77.1585447,NO2,NA,NA,NA
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","01-02-2024 11:00:00",28.623763,77.287209,PM10,22,135,63
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","01-02-2024 11:00:00",28.623763,77.287209,NH3,8,16,13
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","01-02-2024 11:00:00",28.674045,77.131023,CO,30,62,54
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","01-02-2024 11:00:00",28.563262,77.186937,CO,27,121,34
India,Delhi,Delhi,"Rohini, Delhi - DPCC","01-02-2024 11:00:00",28.732528,77.119920,NH3,11,16,13
India,Delhi,Delhi,"Rohini, Delhi - DPCC","01-02-2024 11:00:00",28.732528,77.119920,SO2,12,17,14
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-02-2024 11:00:00",28.6514781,77.1473105,PM2.5,30,412,242
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","01-02-2024 11:00:00",28.5504249,77.2159377,PM10,45,419,193
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","01-02-2024 11:00:00",28.5504249,77.2159377,NO2,126,173,158
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","01-02-2024 11:00:00",28.5504249,77.2159377,NH3,10,13,12
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.710508,77.249485,OZONE,4,23,17
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-02-2024 11:00:00",28.531346,77.190156,PM10,42,420,179
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-02-2024 11:00:00",28.531346,77.190156,OZONE,2,10,4
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","01-02-2024 11:00:00",28.672342,77.315260,SO2,5,15,11
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","01-02-2024 11:00:00",28.699793,77.165453,SO2,18,68,36
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","01-02-2024 11:00:00",23.107969,72.574648,OZONE,9,14,11
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-02-2024 11:00:00",22.977134,72.553024,NO2,10,14,12
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","01-02-2024 11:00:00",23.002657,72.591912,PM10,41,195,93
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","01-02-2024 11:00:00",23.020509,72.579261,PM2.5,71,204,142
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","01-02-2024 11:00:00",23.041137,72.456691,OZONE,5,23,8
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","01-02-2024 11:00:00",23.023389,72.515201,NH3,3,3,3
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","01-02-2024 11:00:00",23.076793,72.627874,CO,34,50,41
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-02-2024 11:00:00",23.043070,72.562968,OZONE,3,16,8
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","01-02-2024 11:00:00",21.613267,73.010555,SO2,5,122,38
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","01-02-2024 11:00:00",21.613267,73.010555,CO,34,139,84
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","01-02-2024 11:00:00",23.163798,72.677768,CO,21,50,43
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","01-02-2024 11:00:00",23.163798,72.677768,OZONE,1,21,4
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,PM10,66,126,101
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","01-02-2024 11:00:00",23.243639,72.68994,NO2,13,14,14
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","01-02-2024 11:00:00",23.221714,72.654328,NH3,1,2,2
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","01-02-2024 11:00:00",23.221714,72.654328,CO,18,20,20
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","01-02-2024 11:00:00",23.221714,72.654328,OZONE,1,29,5
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","01-02-2024 11:00:00",20.362421,72.918013,PM10,89,239,155
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","01-02-2024 11:00:00",20.362421,72.918013,CO,101,187,175
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","01-02-2024 11:00:00",22.969611,72.643500,NO2,39,197,86
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","01-02-2024 11:00:00",22.969611,72.643500,NH3,1,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","01-02-2024 11:00:00",22.969611,72.643500,CO,38,40,39
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","01-02-2024 11:00:00",22.969611,72.643500,OZONE,2,2,2
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","01-02-2024 11:00:00",30.379589,76.778328,PM10,1,142,101
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-02-2024 11:00:00",28.6701,76.9254,NO2,33,40,37
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-02-2024 11:00:00",28.6701,76.9254,SO2,NA,NA,NA
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","01-02-2024 11:00:00",28.3419248,77.319699,OZONE,6,23,11
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-02-2024 11:00:00",28.806223,76.141105,NH3,8,9,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-02-2024 11:00:00",28.806223,76.141105,SO2,5,13,8
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","01-02-2024 11:00:00",28.593883,76.270653,SO2,8,10,9
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","01-02-2024 11:00:00",28.206800,76.799700,SO2,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","01-02-2024 11:00:00",28.39072,77.30059,PM10,7,444,206
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","01-02-2024 11:00:00",28.376058,77.315741,PM2.5,220,233,227
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","01-02-2024 11:00:00",28.376058,77.315741,NO2,30,33,32
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-02-2024 11:00:00",29.503664,75.467934,PM10,40,107,90
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-02-2024 11:00:00",29.503664,75.467934,CO,5,10,7
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","01-02-2024 11:00:00",28.4275,77.1465,PM2.5,20,389,199
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","01-02-2024 11:00:00",28.4275,77.1465,NO2,29,64,44
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","01-02-2024 11:00:00",28.4275,77.1465,SO2,3,5,4
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","01-02-2024 11:00:00",28.4275,77.1465,CO,18,88,24
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","01-02-2024 11:00:00",28.4501238,77.0263051,NO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","01-02-2024 11:00:00",28.4501238,77.0263051,SO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","01-02-2024 11:00:00",28.4501238,77.0263051,OZONE,8,67,10
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","01-02-2024 11:00:00",29.140560,75.744941,NO2,7,9,8
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","01-02-2024 11:00:00",29.140560,75.744941,NH3,3,4,3
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","01-02-2024 11:00:00",29.8006,76.4155,NH3,8,35,26
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","01-02-2024 11:00:00",29.695300,77.002700,PM10,37,145,105
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","01-02-2024 11:00:00",29.695300,77.002700,CO,29,103,42
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","01-02-2024 11:00:00",29.966942,76.875879,PM10,32,199,141
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","01-02-2024 11:00:00",29.966942,76.875879,SO2,1,62,23
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","01-02-2024 11:00:00",27.9002,76.9938,NO2,17,21,19
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","01-02-2024 11:00:00",27.9002,76.9938,NH3,18,22,20
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","01-02-2024 11:00:00",28.360699,76.936090,PM2.5,31,311,149
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","01-02-2024 11:00:00",28.1485564,77.3320667,SO2,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","01-02-2024 11:00:00",29.497973,76.993331,OZONE,29,36,32
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","01-02-2024 11:00:00",28.52123,76.37138,SO2,5,25,8
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","01-02-2024 11:00:00",29.536400,75.015800,NO2,10,10,10
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","01-02-2024 11:00:00",29.027200,77.062100,NH3,6,10,9
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","01-02-2024 11:00:00",30.943887,76.801991,SO2,34,119,83
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","01-02-2024 11:00:00",34.066206,74.819820,OZONE,6,9,6
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","01-02-2024 11:00:00",23.811548,86.481238,CO,1,92,3
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","01-02-2024 11:00:00",23.811548,86.481238,OZONE,34,93,60
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","01-02-2024 11:00:00",23.80569,86.44268,PM2.5,70,346,196
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","01-02-2024 11:00:00",23.80569,86.44268,SO2,11,67,26
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC","01-02-2024 11:00:00",23.669880,86.411725,SO2,25,84,41
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC","01-02-2024 11:00:00",23.669880,86.411725,OZONE,13,40,14
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","01-02-2024 11:00:00",16.172806,75.659694,PM10,46,51,47
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","01-02-2024 11:00:00",16.172806,75.659694,NO2,10,11,10
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","01-02-2024 11:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","01-02-2024 11:00:00",15.888653,74.541751,NH3,33,34,33
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","01-02-2024 11:00:00",12.9135218,77.5950804,CO,35,36,35
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","01-02-2024 11:00:00",12.9135218,77.5950804,OZONE,11,38,27
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","01-02-2024 11:00:00",12.951913,77.539784,NO2,10,12,11
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","01-02-2024 11:00:00",12.951913,77.539784,NH3,1,1,1
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","01-02-2024 11:00:00",12.951913,77.539784,OZONE,9,12,11
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","01-02-2024 11:00:00",13.029152,77.585901,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","01-02-2024 11:00:00",13.029152,77.585901,CO,15,20,18
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","01-02-2024 11:00:00",12.920984,77.584908,NH3,2,6,3
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","01-02-2024 11:00:00",12.920984,77.584908,SO2,8,56,25
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","01-02-2024 11:00:00",12.7816279,77.6299145,NO2,25,29,26
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","01-02-2024 11:00:00",13.003872,77.664217,PM10,34,474,164
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","01-02-2024 11:00:00",13.003872,77.664217,SO2,9,10,10
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","01-02-2024 11:00:00",13.0270199,77.494094,PM2.5,53,149,77
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","01-02-2024 11:00:00",13.0270199,77.494094,SO2,12,29,16
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","01-02-2024 11:00:00",12.921418,77.502466,SO2,4,5,4
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","01-02-2024 11:00:00",12.921418,77.502466,CO,50,64,57
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","01-02-2024 11:00:00",12.990328,77.5431385,PM10,9,145,58
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","01-02-2024 11:00:00",12.990328,77.5431385,NO2,22,98,34
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","01-02-2024 11:00:00",13.0246342,77.5080115,PM10,57,198,96
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","01-02-2024 11:00:00",13.0246342,77.5080115,NO2,15,16,15
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","01-02-2024 11:00:00",11.55358,76.55521,NH3,1,2,2
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","01-02-2024 11:00:00",11.55358,76.55521,SO2,2,8,4
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","01-02-2024 11:00:00",13.328028,75.797056,PM10,12,53,43
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","01-02-2024 11:00:00",14.475800,75.905200,PM10,51,121,75
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","01-02-2024 11:00:00",14.475800,75.905200,NO2,11,16,12
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","01-02-2024 11:00:00",15.411456,75.638133,PM2.5,35,71,47
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","01-02-2024 11:00:00",13.008556,76.125258,PM2.5,31,167,71
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","01-02-2024 11:00:00",13.008556,76.125258,NH3,3,4,3
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","01-02-2024 11:00:00",13.008556,76.125258,SO2,NA,NA,NA
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","01-02-2024 11:00:00",14.791800,75.389600,PM10,50,85,75
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","01-02-2024 11:00:00",14.791800,75.389600,NO2,25,45,33
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","01-02-2024 11:00:00",15.3714823,75.1160168,NO2,16,16,16
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","01-02-2024 11:00:00",15.3714823,75.1160168,SO2,1,13,4
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","01-02-2024 11:00:00",17.321993,76.822628,PM10,1,59,19
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","01-02-2024 11:00:00",17.336318,76.847397,NH3,2,3,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","01-02-2024 11:00:00",17.336318,76.847397,CO,42,100,48
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","01-02-2024 11:00:00",14.816666,74.141003,PM10,73,146,102
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","01-02-2024 11:00:00",14.816666,74.141003,NO2,5,104,23
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","01-02-2024 11:00:00",14.816666,74.141003,OZONE,21,22,22
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","01-02-2024 11:00:00",13.1276288,78.1570122,NO2,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","01-02-2024 11:00:00",15.347630,76.181767,NO2,3,25,14
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","01-02-2024 11:00:00",15.347630,76.181767,OZONE,33,75,55
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","01-02-2024 11:00:00",12.415911,75.735050,PM2.5,23,72,48
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","01-02-2024 11:00:00",12.415911,75.735050,SO2,4,4,4
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","01-02-2024 11:00:00",12.415911,75.735050,CO,4,49,18
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","01-02-2024 11:00:00",12.889250,74.853000,PM2.5,63,99,85
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","01-02-2024 11:00:00",12.889250,74.853000,PM10,63,109,82
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","01-02-2024 11:00:00",12.889250,74.853000,OZONE,31,32,31
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","01-02-2024 11:00:00",12.733409,77.298051,PM2.5,49,122,66
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","01-02-2024 11:00:00",12.733409,77.298051,NO2,4,27,13
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","01-02-2024 11:00:00",12.733409,77.298051,OZONE,28,30,29
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","01-02-2024 11:00:00",13.940000,75.555917,NO2,8,28,16
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","01-02-2024 11:00:00",13.377516,77.099072,PM2.5,52,336,120
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","01-02-2024 11:00:00",13.377516,77.099072,PM10,89,438,170
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","01-02-2024 11:00:00",13.377516,77.099072,OZONE,6,60,7
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","01-02-2024 11:00:00",16.802639,75.722694,OZONE,14,16,15
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","01-02-2024 11:00:00",16.7602,77.1428,NO2,6,9,7
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","01-02-2024 11:00:00",10.073232,76.302765,PM10,43,57,49
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","01-02-2024 11:00:00",11.875000,75.373200,NH3,1,1,1
India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB","01-02-2024 11:00:00",9.969447,76.321186,PM2.5,48,48,48
India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB","01-02-2024 11:00:00",9.969447,76.321186,PM10,51,138,91
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","01-02-2024 11:00:00",8.8787,76.6073,PM2.5,145,256,200
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","01-02-2024 11:00:00",8.8787,76.6073,NO2,8,9,8
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","01-02-2024 11:00:00",8.8787,76.6073,CO,16,46,34
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","01-02-2024 11:00:00",8.8787,76.6073,OZONE,30,36,32
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","01-02-2024 11:00:00",8.5149093,76.9435879,NH3,2,2,2
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","01-02-2024 11:00:00",23.264759,77.381568,PM10,80,181,120
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","01-02-2024 11:00:00",23.264759,77.381568,SO2,13,51,25
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","01-02-2024 11:00:00",23.264759,77.381568,OZONE,27,125,52
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","01-02-2024 11:00:00",23.210494,77.425409,NO2,23,113,57
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","01-02-2024 11:00:00",23.210494,77.425409,SO2,20,37,25
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","01-02-2024 11:00:00",22.9682591,76.064118,NO2,11,13,12
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","01-02-2024 11:00:00",26.203442,78.193251,PM2.5,75,268,133
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","01-02-2024 11:00:00",26.259242,78.216432,NO2,34,112,62
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","01-02-2024 11:00:00",26.259242,78.216432,NH3,6,12,9
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","01-02-2024 11:00:00",26.200388,78.147714,PM10,119,208,157
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","01-02-2024 11:00:00",26.200388,78.147714,NO2,16,104,40
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","01-02-2024 11:00:00",22.4310,75.5213,SO2,7,24,16
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","01-02-2024 11:00:00",22.6780,75.8559,CO,14,57,39
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","01-02-2024 11:00:00",23.163174,79.973061,NH3,4,5,5
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","01-02-2024 11:00:00",23.168606,79.932247,NH3,5,7,6
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","01-02-2024 11:00:00",23.168606,79.932247,OZONE,4,27,6
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","01-02-2024 11:00:00",23.218135,79.957770,OZONE,3,98,20
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","01-02-2024 11:00:00",23.50016,80.23284,OZONE,8,121,46
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","01-02-2024 11:00:00",24.2613009,80.7231783,NO2,14,14,14
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","01-02-2024 11:00:00",23.108440,77.511428,NO2,49,169,117
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","01-02-2024 11:00:00",22.624758,75.675238,OZONE,12,70,37
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","01-02-2024 11:00:00",23.331731,75.045981,PM10,81,261,140
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","01-02-2024 11:00:00",23.838586,78.759431,PM2.5,63,217,141
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","01-02-2024 11:00:00",23.838586,78.759431,NH3,6,11,8
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","01-02-2024 11:00:00",23.838586,78.759431,SO2,4,7,5
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","01-02-2024 11:00:00",23.838586,78.759431,OZONE,37,47,42
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","01-02-2024 11:00:00",23.8640158,78.80289321,PM10,34,392,121
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","01-02-2024 11:00:00",23.8640158,78.80289321,NO2,23,24,24
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","01-02-2024 11:00:00",24.58434363,80.8549414,NO2,8,17,10
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","01-02-2024 11:00:00",24.58434363,80.8549414,SO2,5,26,10
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","01-02-2024 11:00:00",24.108970,82.645580,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","01-02-2024 11:00:00",24.108970,82.645580,OZONE,19,76,23
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","01-02-2024 11:00:00",20.719516,77.000253,NO2,16,100,39
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","01-02-2024 11:00:00",20.719516,77.000253,SO2,6,18,10
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","01-02-2024 11:00:00",20.9402359,77.7895248,SO2,7,23,11
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","01-02-2024 11:00:00",20.939198,77.765701,PM2.5,88,207,126
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","01-02-2024 11:00:00",20.939198,77.765701,NH3,3,6,4
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","01-02-2024 11:00:00",20.939198,77.765701,CO,45,124,57
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","01-02-2024 11:00:00",20.939198,77.765701,OZONE,1,54,16
